Block,Gram Panchayat,Village,Beneficiary_Count
Karanjia,Miriginendi,Sundhikudar,21
Karanjia,Murgapat,Chitraposi,1
Karanjia,Neduapal,Neduapal,16
Karanjia,Nuagaon,Nuagaon,3
Karanjia,Patbil,Baghalata,82
Karanjia,Patbil,Baliposi,19
Karanjia,Patbil,Bisipur,57
Karanjia,Patbil,Jamunalia,42
Karanjia,Patbil,Kendumundi,20
Karanjia,Patbil,Patbil,12
Karanjia,Patbil,Rengalbeda,27
Karanjia,Patbil,Thakurjharan,33
Karanjia,Rasamatala,Ghadaghaguri,19
Karanjia,Rasamtala,Jhadbeda,36
Karanjia,Rasamtala,Pokamunda,6
Karanjia,Rasamtala,Sarabhadi,44
Karanjia,Rasamtala,Saravadi,116
Karanjia,Tato,Barapanposi,21
Karanjia,Tato,Kunjia,26
Karanjia,Tato,Nakuda,5
Khunta,Badafeni,Badasatsole,5
Khunta,Badafeni,Chatrama,10
Khunta,Badafeni,Sanakaranjia,9
Khunta,Badafeni,Sanaraikali,42
Khunta,Badafeni,Tavagadia,7
Khunta,Badafeni,Tovagadi,13
Khunta,Badafeni,Tulasibani,12
Khunta,Badaolia,Khunta,29
Khunta,Badapathara,Bahalda,5
Khunta,Badapathara,Ranipal,22
Khunta,Badapathra,Bahalada,40
Khunta,Badfeni,Badfeni,57
Khunta,Badfeni,Badsatsole,3
Khunta,Badfeni,Sanraikali,2
Khunta,Bahanada,Bahanada,21
Khunta,Bahanada,Bandhagada,19
Khunta,Bahanada,Barahgadia,18
Khunta,Bahanada,Gayalmara,29
Khunta,Bahanada,Jamsul,2
Khunta,Bahanada,Khunta,17
Khunta,Bangara,Bangara,3
Khunta,Bangara,Bhupad,25
Khunta,Bangara,Deuladihi,15
Khunta,Bangara,Kenduhata,7
Khunta,Bangara,Satpautia,9
Khunta,Bangora,Bhupad,3
Khunta,Bangra,Khalabandh,8
Khunta,Basipitha,Gaudgan,34
Khunta,Basipitha,Goudagan,6
Khunta,Basipitha,Jadabani,27
Khunta,Basipitha,Kamali,22
Khunta,Basipitha,Khejuradiha,31
Khunta,Basipitha,Murari,7
Khunta,Basipitha,Purunapani,30
Khunta,Basipitha,Sankadadiha,12
Khunta,Basipitha,Shamapanda,6
Khunta,Bhalagadia,Nuagan,45
Khunta,Bholagadia,Badaolia,58
Khunta,Bholagadia,Bholagadia,49
Khunta,Bholagadia,Dabak,35
Khunta,Dengam,Bania Basa,15
Khunta,Dengam,Baniabasa,67
Khunta,Dengam,Dengam,20
Khunta,Dengam,Jadidar,10
Khunta,Dengam,Jadidhar,4
Khunta,Dengam,Mahuldihi,9
Khunta,Dengam,Mohuldihi,7
Khunta,Dhanghera,Bharadadihi,42
Khunta,Dhanghera,Hatisahi,11
Khunta,Dhanghera,Khudapotali,26
Khunta,Dhanghera,Khudaputuli,76
Khunta,Dhanghrea,Harisole,9
Khunta,Dukura,Angarakundia,4
Khunta,Dukura,Dukura,2
Khunta,Dukura,Kandalia,19
Khunta,Dukura,Nuagan,9
Khunta,Gadigan,"Anandapur
(Bankigadi)",25
Khunta,Gadigan,Debela,8
Khunta,Gadigan,Gadigan,19
Khunta,Gadigan,Kanheibandh,4
Khunta,Gadigan,Malharpada,25
Khunta,Gayalmara,Khunta,29
Khunta,Karakachia,Karakachia,2
Khunta,Karakachia,Sansatsole,10
Khunta,Karkachia,Gabindapur,7
Khunta,Karkachia,Panudaskhunta,5
Khunta,Karkachia,Satadharia,2
Khunta,Lakhanasahi,Kantamara,4
Khunta,Lakhanasahi,Mahalibasa,6
Khunta,Lakhanasahi,Tambagadi,15
Khunta,Laxmanasahi,Baunsakantia,33
Khunta,Nuagan,Dabaka (Nuagan),1
Khunta,Sanaraikali,Khunta,42
Khunta,Sapanchua,Agnikumari,5
Khunta,Sapanchua,Girishchandrapur,14
Khunta,Sapanchua,Jadidiha,4
Khunta,Sapanchua,Sapanchua,6
Khunta,Sapanchua,Sirishchandrapur,8
Khunta,Sapanchua,Subarnamanjari,36
Khunta,Sapanchua,Sunpakhari,44
Khunta,Sapanchua,Tiakati,9
Khunta,Tovagadi,Khunta,13
Kuliana,Baiganabadia,Balipal,6
Kuliana,Baiganabadia,Bholagodia,16
Kuliana,Baiganabadia,Dhahamunda,8
Kuliana,Bhagabanpur,Sauri,60
Kuliana,Bhagabanpur,Shauri,16
Kuliana,Bhagabanpur,Souri,29
Kuliana,Chandua,Balichaturi,3
Kuliana,Chandua,Bandab,6
Kuliana,Chandua,Ghuntabani,2
Kuliana,Chandua,Kakharusole,78
Kuliana,Chandua,Nuhamalia,3
Kuliana,Chandua,Sri Chandanpur,10
Kuliana,Chandua,Sunaria,8
Kuliana,Chandua,Tulasibani,24
Kuliana,Dumurdiha,Dumurdiha,27
Kuliana,Dumurdiha,Jamapada,14
Kuliana,Dumurdiha,Kathasirshi,17
Kuliana,Gangraj,Dahigaon,4
Kuliana,Gangraj,Gangraj,1
Kuliana,Gangraj,Salugadia,4
Kuliana,Gangraj,Tumuda,3
Kuliana,"Genda
pokhari",Mundhabani,4
Kuliana,Genda Pokhari,Tiringdihi,10
Kuliana,Gendapokhari,Baidikotha,21
Kuliana,Gendapokhari,Gendapokhari,63
Kuliana,Gendapokhari,Gidhibasa,22
Kuliana,Gendapokhari,Jaganathpur,19
Kuliana,Gendapokhari,Jagannathpur,2
Kuliana,Gendapokhari,Jhilidam,29
Kuliana,Gendapokhari,Mundhabani,35
Kuliana,Gendapokhari,Pokharia,77
Kuliana,Gendapokhari,Tiringdihi,13
Kuliana,Gendapokhri,Gendapokhri,20
Kuliana,Gendapokhri,Jaganathpur,13
Kuliana,Gendapokhri,Pokharia,22
Kuliana,Jhinei,Jhinei,2
Kuliana,Keutunimari,Badatilau,30
Kuliana,Keutunimari,Dardiasole,15
Kuliana,Keutunimari,Gayalkata,6
Kuliana,Keutunimari,Kalikasole,17
Kuliana,Keutunimari,Keutunimari,8
Kuliana,Keutunimari,Nodhabani,24
Kuliana,Keutunimari,Pandasole,31
Kuliana,Keutunimari,Ramkadali,13
Kuliana,Keutunimari,Rathashole,2
Kuliana,Keutunimari,Rathasole,4
Kuliana,Keutunimari,Rathasole S,1
Kuliana,Keutunimari,Salugodia,5
Kuliana,Keutunimari,Salugodia S,1
Kuliana,Keutunimari,Suanaposi,7
Kuliana,Keutunimari,Tadki,12
Kuliana,Kuabuda,Bhangabandhi,13
Kuliana,Kuabuda,Dhadipada,41
Kuliana,Kuabuda,Gadubhanga,30
Kuliana,Kuabuda,Hatimada,7
Kuliana,Kuabuda,Jamjarki,2
Kuliana,Kuabuda,Jiani,14
Kuliana,Kuabuda,Kalajhinei,51
Kuliana,Kuabuda,Kuabuda,28
Kuliana,Kuabuda,Kuabuda B,1
Kuliana,Kuabuda,Kuabuda S,2
Kuliana,Kuabuda,Ugabandha,13
Kuliana,Kuabuda,jamjarki,1
Kuliana,Kuchei,Angargadia,33
Kuliana,Kuchei,Badjunabani,6
Kuliana,Kuchei,Badjunbani,20
Kuliana,Kuchei,Santisole,8
Kuliana,Kuliana,Balimunduli,9
Kuliana,Kuliana,Kamta,1
Kuliana,Kuliana,Pariakuli,13
Kuliana,Kuliana,Tolakchuin,20
Kuliana,Marangatandi,Janjadapal,54
Kuliana,Marangatandi,Mankadakenda,70
Kuliana,Marangatandi,Marangatandi,96
Kuliana,Marangtandi,Jhinei,135
Kuliana,Marangtandi,Jiani,57
Kuliana,Marangtandi,Jiani D,1
Kuliana,Marangtandi,Jiani L,1
Kuliana,Marangtandi,Jiani M,1
Kuliana,Marangtandi,Marangatandi,45
Kuliana,Marangtandi,Palasbani,8
Kuliana,Nabedhi,Nabedhi,59
Kuliana,Nodhana,Baidipur,7
Kuliana,Nodhana,Dudhiasole,9
Kuliana,Nodhana,Hadhadibangan,1
Kuliana,Nodhana,Jamujarak,13
Kuliana,Nodhana,Kaladam,25
Kuliana,Nodhana,Karakachia,3
Kuliana,Nodhana,Karkachia,6
Kuliana,Nodhana,Kothabila,69
Kuliana,Nodhana,Kothabilla,2
Kuliana,Nodhana,Sansarasaposi,100
Kuliana,Nodhna,Hadhadibangan,8
Kuliana,Parulia,Darunia,55
Kuliana,Patihinja,Adapal,50
Kuliana,Patihinja,Barudihi,27
Kuliana,Patihinja,Bhadu Nuagaon,1
Kuliana,Patihinja,Bhaduabeda,76
Kuliana,Patihinja,Bhadunauagn,1
Kuliana,Patihinja,Bhadunuagan,10
Kuliana,Patihinja,Bhadunuagaon,21
Kuliana,Patihinja,Bhadunuagoan,8
Kuliana,Patihinja,Bijabani,29
Kuliana,Patihinja,Dantamusole,10
Kuliana,Patihinja,Katharama,46
Kuliana,Patihinja,Katharuma,156
Kuliana,Patihinja,Kudiapal,18
Kuliana,Patihinja,Nalhuapal,64
Kuliana,Patihinja,Patharghera,3
Kuliana,Patihinja,Patihinja,117
Kuliana,Patihinja,Pokharia,54
Kuliana,Patihinja,Srichandanpur,67
Kuliana,Purunapani,Ambapunja,31
Kuliana,Purunapani,Banagoan,32
Kuliana,Purunapani,Kanjia,23
Kuliana,Purunapani,Madanasahi,4
Kuliana,Purunapani,Purunapani,5
Kuliana,Purunapani,Sanabadatalia,48
Kuliana,Purunapani,Sanbadtalia,8
Kuliana,Purunapani,Tikayatpur,74
Kuliana,Purunapani,Tilaugadia,51
Kuliana,Saragachhida,Chalunia,1
Kuliana,Saragachhida,Godaragodi,2
Kuliana,Saragachhida,Saragachhida,1
Kuliana,Saragachida,Bhugudakata,7
Kuliana,Saragachida,Chalunia,12
Kuliana,Saragachida,Godaragodi,19
Kuliana,Saragachida,Saragachida,4
Kuliana,Saragachida,Tangasole,10
Kuliana,Saragachida,Tangasole F,1
Kuliana,Saragchida,Badapalasia,1
Kuliana,Saragchida,Bhugudakata,3
Kuliana,Saragchida,Chalunia,26
Kuliana,Saragchida,Hatibari,15
Kuliana,Saragchida,Nagrasole,3
Kuliana,Swargachhida,Bhugudakata,3
Kuliana,Swargachhida,Charmania,1
Kuliana,Swargachhida,Hatibari,1
Kuliana,Swargachida,Balichaturi,2
Kuliana,Swargachida,Bhugudakata,25
Kuliana,Swargachida,Charmania,6
Kuliana,Swargachida,Ghuntabani,2
Kuliana,Swargachida,Hatibari,18
Kuliana,Swargachida,Swargachida,2
Kuliana,keutunimari,Baliatilau,20
Kuliana,keutunimari,Keutunimari,5
Kusumi,Bad-Hatnabeda,Raipada,15
Kusumi,Badhantnabeda,Badhatnabeda,48
Kusumi,Badhantnabeda,Barshaghutu,32
Kusumi,Badhantnabeda,Nuasahi,12
Kusumi,Badhatnabeda,Badhatnabeda,28
Kusumi,Badhatnabeda,Barisaghutu,74
Kusumi,Badhatnabeda,Kathbaria,10
Kusumi,Badhatnabeda,Nuasahi,2
Kusumi,Badhatnabeda,Raipada,10
Kusumi,Badhatnabeda,Thuntipani,39
Kusumi,Badhatnabeda,badhatnabeda,2
Kusumi,Chuapani,Bargimara,20
Kusumi,Chuapani,Bhagabandi,5
Kusumi,Chuapani,Budadar,6
Kusumi,Chuapani,Chuapani,1
Kusumi,Chuapani,Netrajharan,12
Kusumi,Chuapani,Purunapani,20
Kusumi,Chuapani,chulivanga,15
Kusumi,Dhangdimuta,Kasiabeda,9
Kusumi,Dhangidimuta,Kasiabeda,5
Kusumi,Dhangidimuta,Majhigan,2
Kusumi,Dhangudimuta,Majhigan,5
Kusumi,Hatabadra,Gopalpur,11
Kusumi,Hatabadra,Teleighutu,14
Kusumi,Hatbadra,Narendraposi,26
Kusumi,Jadida,Jadida,10
Kusumi,Jarda,Bankand,8
Kusumi,Jarda,Rahalibeda,19
Kusumi,Jaypore,Bhutkabadi,14
Kusumi,Jaypore,Deuli,21
Kusumi,Jaypore,Kuldiha,14
Kusumi,Jaypore,Purunia,4
Kusumi,Jhipabandh,Dhadichua,13
Kusumi,Jhipabandh,Nuasahi,14
Kusumi,Jhipabandh,Pechadar,34
Kusumi,Jhipabandh,Raisahi,15
Kusumi,Jhipabandh,Tirildihi,47
Kusumi,Jhipabandh,dhadichua,2
Kusumi,Jhipabandha,Pandugadi,21
Kusumi,Jhipabandha,Pechadar,25
Kusumi,Jhipabanh,Tirildihi,112
Kusumi,Jorda,Andiadukura,9
Kusumi,Jorda,Angarpada,32
Kusumi,Jorda,Gobindpur,44
Kusumi,Jorda,Jodida,18
Kusumi,Jorda,Rahadibeda,12
Kusumi,Kusumi,Banapokharia,18
Kusumi,Kusumi,Godadharpur,10
Kusumi,Kusumi,Kusumi,55
Kusumi,Mayurdar,Bankati,15
Kusumi,Mayurdar,Murumdihi,4
Kusumi,Talakpokhori,Badham,6
Kusumi,Talakpokhori,Bhadusahi,13
Kusumi,Talakpokhori,Bhandan,6
Kusumi,Talakpokhori,Saraspada,24
Kusumi,Talapati,Chengabaria,14
Kusumi,Talapati,Dhakata,20
Kusumi,Talapati,Dova,50
Kusumi,Talapati,Jatasiring,50
Kusumi,Talapati,Raliabeda,150
Kusumi,Talkapokhri,Pahadpur,33
Kusumi,Tolakpokhari,Badham,7
Kusumi,Uparbeda,Baliadhipa,1
Kusumi,Uparbeda,Chahalapada,8
Kusumi,Uparbeda,Edalbeda,22
Kusumi,Uparbeda,Rangamatia,32
Kusumi,Uparbeda,Tentoposi,16
Kusumi,Uperbeda,Dubulabeda,5
Kusumi,Uperbeda,Uperbeda,12
Kusumi,jhipabandh,Pechadar,1
Kusumi,joypur,ghungupahadi,11
Kusumi,joypur,shyamsundar,27
Kusumi,mayurdara,Keshoregodia,20
Kusumi,mayurdara,Ukam,10
"Kusumi
Kusumi
Kusumi
Kusumi","Kusumi
Kusumi
Kusumi
Kusumi","Kusumi
Kusumi
Kusumi
Kusumi",1
"Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi","Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi","Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi
Kusumi",1
Kusumi (Jashipur,Badahatinabeda,Badahatinabeda,1
Kusumi (Jashipur,Badahatinabeda,Basaghutu,1
Morada,Barkand,Baligadia,4
Morada,Barkand,"Guhaladiha Samil
Poda Khunta",4
Morada,Barkand,Tiansi,20
Morada,Bhaliadiha,"Dakoi
Amalanama",28
Morada,Bhaliadiha,Gandigadha,27
Morada,Bhaliadiha,Jhiliribani,34
Morada,Bhaliadiha,Kendu chatia,36
Morada,Bhaliadiha,Khejuria,37
Morada,Bhaliadiha,Kishantandi,8
Morada,Bhaliadiha,Masinasole,21
Morada,Bhaliadiha,Nachiapada,31
Morada,Bhaliadiha,Salkata,6
Morada,Bhaliadiha,Sunahaja,36
Morada,Bhaliadiha,Tadki,8
Morada,Chadheigain,Chadheigain,41
Morada,Chadheigan,Adheikula,16
Morada,Chadheigan,Chadheigan,20
Morada,Chadheigan,Dalagaon,27
Morada,Chadheigan,Ganagon,19
Morada,Chadheigaon,Madauka,43
Morada,Chikitamatia,Bhalughera,40
Morada,Chikitamatia,Bhatachatara,48
Morada,Chikitamatia,Bhhatchatar,19
Morada,Chikitamatia,Chikitamatia,49
Morada,Chikitamatia,Ufalagodia,50
Morada,Chikta Matia,Madana,38
Morada,Chiktamatia,Andhari,6
Morada,Chiktamatia,Chiktamatia,1
Morada,Chiktamatia,Marudihi,2
Morada,Chitrada,Baladia,17
Morada,Chitrada,Chitrada,1
Morada,Chitrada,Purunapani,1
Morada,Chitrada,Silada,11
Morada,Dantiamuhan,Dantiamuhan,42
Morada,Dantiamunha,Badajamubani,12
Morada,Dhadasahi,Mohanpur,20
Morada,Durgapur,Asanabani,18
Morada,Durgapur,Chilabasa,24
Morada,Durgapur,Chuasule,18
Morada,Durgapur,Dhanasole,22
Morada,Durgapur,Dhanshol,45
Morada,Durgapur,Durgapur,21
Morada,Durgapur,Sangadi,11
Morada,Durgapur,Satasole,14
Morada,Gadia,Baunsakatia,19
Morada,Gadia,Bharabadi,22
Morada,Gadia,Bharbadi,11
Morada,Gadia,Bholaghati (Phutukishol),1
Morada,Gadia,Fatukisole,14
Morada,Gadia,Futukisole,68
Morada,Gadia,Kankadatelia,36
Morada,Gadia,Nuhamalia,23
Morada,Gadia,Phutukishol,85
Morada,Gadigaon,Gadigaon,13
Morada,Gholmuhan,Anuan,29
Morada,Gholmuhan,Olidihi,4
Morada,Gholmuhan,Thengatandi,3
Morada,Godigoan,Godigoan,60
Morada,Haldipal,Astia,4
Morada,Haldipal,Dangarbhila,14
Morada,Haldipal,Haldipal,4
Morada,Haldipal,Samaidihi,40
Morada,Haldipal,Simaidihi,36
Morada,Haldipal,Sirsapal,2
Morada,Juailibhanga,Purnachandrapur,99
Morada,Jualibhanga,Angaria,4
Morada,Jualibhanga,Bhaurangi,4
Morada,Jualibhanga,Kalianala,4
Morada,Jualibhanga,Makunda,36
Morada,Jualibhanga,"Purna
chandrapur",76
Morada,Jualibhanga,"Purnna
chandrapur",2
Morada,Kohi,Badabhila,6
Morada,Kohi,Badafera,106
Morada,Kohi,Badfera,3
Morada,Kohi,Baliadipa,14
Morada,Kohi,Bholaghati,130
Morada,Kohi,Mohanpur,40
Morada,Kohi,Pratapchandrapur,24
Morada,Kohi,Sunpuria,31
Morada,Nuagaon,Ajana,28
Morada,Nuagaon,Ghagara,22
Morada,Nuagoan,Ajan,23
Morada,Nuagoan,Ghagara,6
Morada,Nuhajhalia,Badasole,7
Morada,Nuhajhalia,Badasule,44
Morada,Nuhajhalia,"Brahmana
mara",23
Morada,Nuhajhalia,Dhireidihi,7
Morada,Nuhajhalia,"Dhireidihi samil
Hatidahara",34
Morada,Palasamundali,Harekrushnapur,10
Morada,Palasamundali,Khuruntia,35
Morada,Palasamundali,Palasamundali,3
Morada,"Sanamundha
bani",Pariakuli,14
Morada,"Sanamundha
bani",Sarasole,46
Morada,Sanmundabani,Baghajharana,46
Morada,Sanmundhabani,Khuntapal,14
Morada,Sanmundhabani,Paramananda,2
Morada,Sanmundhabni,Khuntapal,3
Morada,Sanmundhabni,Sarasole,1
Morada,Sureidiha,Jamsole,29
Morada,Sureidihi,Chakundapada,50
Morada,Sureidihi,Jhinkriasole,12
Morada,Sureidihi,Kachimabhila,26
Morada,Sureidihi,Sureidihi,14
Morada,Sureihidihi,Nahasule,30
Morada,Sureihidihi,Ramnagar,5
Morada,Swargachida,Bhugudakata,26
Morada,sureidihi,sureidihi,12
Moroda,Dantiamunha,Badjambani,18
Moroda,Gadia,Phutkisole,14
Moroda,Haldipal,Samaidihi,37
Moroda,Jualibhanga,Bhadrasole,15
Moroda,Palasamundali,Khuruntia,13
Moroda,Sanmundhabani,Baghajharan,3
Moroda,Sanmundhabani,Rukuni,1
Moroda,Sanmundhabani,Sarasole,1
Moroda,Sanmundhabani,Sorasole,22
Moroda,Sureidihi,Chakundapada,28
Moroda,Sureidihi,Gandigadha,21
Moroda,Sureidihi,Jhinkiriasole,13
Moroda,Sureidihi,Kachimbila,35
Name of the Block,Name of the G.P.,"Name of the Revenue
vilage",1
Name of the Block,Name of the G.P.,Name of the Revenue Vilage,1
Name of the Block,Name of the G.P.,Name of the Revenue vilage,1
R.G. Pur,Deosole,Musamari,6
R.G. Pur,Deosole,Ram Ch. Pur,2
R.G. Pur,Khunta,Kamardiha,1
R.G. Pur,Nalagaza,Bahagadia,5
R.G. Pur,Nalagaza,Bhaduasole,3
R.G. Pur,Nalagaza,Jhirani,3
R.G. Pur,Nalagaza,Mahulia,1
R.G. Pur,Nalagaza,Mohulia,6
R.G. Pur,Nalagaza,Sabandihi,6
R.G. Pur,Nalagaza,Sunakania,3
R.G. Pur,Nalagaza,Ukasole,1
R.G.Pur,Jhatiada,Denganalia,2
R.G.Pur,Nakichua,Kanhupur,6
R.G.Pur,Nakichua,nakichua,2
RAIRANGPUR,BADMOUDA,BADMOUDA,9
RAIRANGPUR,BADMOUDA,BALITANGIRI,4
RAIRANGPUR,BADMOUDA,KATUPIT,2
RAIRANGPUR,BADMOUDA,SANMOUDA,3
RAIRANGPUR,BHALUBASA,NAUJODA,1
RAIRANGPUR,BHALUBASA,SUNAPOSI,26
RAIRANGPUR,GUHALDANGIRI,TOTANETRA,12
RAIRANGPUR,GUHALDUNGURI,KALARABANI,47
RAIRANGPUR,GUHALDUNGURI,MUCHIANETRA,41
RAIRANGPUR,HALDA,BADBAIKALA,18
RAIRANGPUR,HALDA,BHANJASARA,6
RAIRANGPUR,HALDA,CHAMPREI,8
RAIRANGPUR,HALDA,CHITEIBADI,2
RAIRANGPUR,HALDA,NADIAPOSI,2
RAIRANGPUR,HATIA,CHAPAL,7
RAIRANGPUR,HATIA,GIDIGHATY,9
RAIRANGPUR,HATIA,HATIA,13
RAIRANGPUR,HATIA,JAMUPANI,11
RAIRANGPUR,HATIA,KALIMATI,7
RAIRANGPUR,HATIA,KAPILI,9
RAIRANGPUR,HATIA,KAPILIKUDAR,6
RAIRANGPUR,HATIA,TELEIJHARI,9
RAIRANGPUR,KULEISILA,BALIKHANI,2
RAIRANGPUR,KULEISILA,BETPANI,4
RAIRANGPUR,KULEISILA,CHATRAMANDAL,41
RAIRANGPUR,KULEISILA,GARUDAPANI,2
RAIRANGPUR,KULEISILA,JARI HIL,10
RAIRANGPUR,KULEISILA,JARI HILL,1
RAIRANGPUR,KULEISILA,KALASIBHANGA,28
RAIRANGPUR,KULEISILA,KUKURMUNDI,7
RAIRANGPUR,KULEISILA,NODHABANI,12
RAIRANGPUR,KULEISILA,TALAK,8
RAIRANGPUR,KULEISILA,VESHRAKACHA,7
RAIRANGPUR,PURUNAPANI,BADSIMILIA,17
RAIRANGPUR,PURUNAPANI,KALARDA,9
RAIRANGPUR,PURUNAPANI,MURGAGHUTU,57
RAIRANGPUR,PURUNAPANI,PANSPOSI,2
RAIRANGPUR,PURUNAPANI,POKHARIA,29
RAIRANGPUR,PURUNAPANI,TAMALBANDH,8
RAIRANGPUR,SANPAKANA,BADADA,7
RAIRANGPUR,SANPAKANA,BADGAN,5
RAIRANGPUR,SANPAKANA,GADIGAN,1
RAIRANGPUR,SANPAKANA,NIRANJAN,16
RAIRANGPUR,SANPAKANA,PALASBANI,5
RAIRANGPUR,SANPAKANA,RENGALBEDA,13
RAIRANGPUR,SANPAKANA,SANPAKANA,1
RAIRANGPUR,SANPAKANA,TULASIBANI,2
RAIRANGPUR,SUDARSHANPUR,DHATKIDIHI,5
RAIRANGPUR,SUDARSHANPUR,DUDHICHUA,6
RAIRANGPUR,SUDARSHANPUR,GHAGARADHIPA,12
RAIRANGPUR,SUDARSHANPUR,SANJARI,8
RAIRANGPUR,SUDARSHANPUR,UDAYPUR,12
"RAIRANGPUR
RAIRANGPUR","BHALUBASA
BHALUBASA","BHALUBASA
NAUJODA",1
"RAIRANGPUR
RAIRANGPUR","KULEISILA
KULEISILA","GARUDAPANI
GARUDAPANI",1
RARUAIN,Ghagarbeda,Ghagarbeda,13
RARUAIN,Ghagarbeda,Maricha,6
RARUAIN,Panapataria,Maricha,1
RARUAIN,Panapataria,Solgada,12
Rairangpur,Bad-Mouda,Bad-Mouda,5
Rairangpur,Bad-Mouda,Kotupit,8
Rairangpur,Bad-Mouda,Sudhal,9
Rairangpur,Guhaldangiri,Baliabadi,7
Rairangpur,Guhaldangiri,Bheludihi,7
Rairangpur,Guhaldangiri,Chidkubadi,2
Rairangpur,Guhaldangiri,Dangapani,50
Rairangpur,Guhaldangiri,Dhirol,3
Rairangpur,Guhaldangiri,Guhaldangiri,2
Rairangpur,Guhaldangiri,Indrakati,2
Rairangpur,Guhaldangiri,Jarkani,2
Rairangpur,Guhaldangiri,Jhulan,39
Rairangpur,Guhaldangiri,Mankadgoda,5
Rairangpur,Guhaldangiri,Mochianetra,7
Rairangpur,Guhaldangiri,Ruansi,2
Rairangpur,Guhaldangiri,Suriagoda,16
Rairangpur,Guhaldangiri,Totanetra,3
Rairangpur,Guhaldangri,Dangapani,11
Rairangpur,Guhaldangri,Guhaldangri,5
Rairangpur,Guhaldangri,Mohadevdihi,13
Rairangpur,Halda,Champrei,9
Rairangpur,Hatia,Badbaikala,7
Rairangpur,Hatia,Chapal,32
Rairangpur,Hatia,Gidhighaty,5
Rairangpur,Hatia,Kapilikudar,1
Rairangpur,Kuleisila,Balikhani,4
Rairangpur,Kuleisila,Betpani,4
Rairangpur,Kuleisila,Bheshrakacha,2
Rairangpur,Kuleisila,Chatramandal,9
Rairangpur,Kuleisila,Chhatramandal,5
Rairangpur,Kuleisila,Jari Hil,7
Rairangpur,Kuleisila,Kalasibhanga,14
Rairangpur,Kuleisila,Kukurmundi,5
Rairangpur,Purunapani,Murgaghutu,2
Rairangpur,San-Pakhana,Bad-Pakhana,5
Rairangpur,San-Pakhana,Badra,5
Rairangpur,San-Pakhana,Kukurjharan,1
Rairangpur,San-Pakhana,Rehedakocha,3
Rairangpur,Sudarsanpur,Bhatgoda,10
Rairangpur,Sudarsanpur,Chidkubadi,15
Rairangpur,Sudarsanpur,Dhakidihi,6
Rairangpur,Sudarsanpur,Ghagaradhipa,12
Rairangpur,Sudarsanpur,Kalrabani,7
Rairangpur,Sudarsanpur,Kusumghati,28
Rairangpur,Sudarsanpur,Udaypur,2
Rairangpur,Sudarshanpur,Bhatgoda,5
Rairangpur,Sudarshanpur,Dahupani,31
Rairangpur,Sudarshanpur,Dhadichua,1
Rairangpur,Sudarshanpur,Kahutuka,2
Rairangpur,Sudarshanpur,Kusumghaty,10
Rairangpur,Sudarshanpur,Sanjari,1
Rairangpur,Sudarshanpur,Sudarshanpur,2
Rairangpur,Sudarshanpur,Udaypur,1
Raruain,Godapalas,Tingiria,6
Raruain,Nuagain,Nuagain,8
Raruan,Angarpada,Angarpada,11
Raruan,Angarpada,Bagdafa,24
Raruan,Angarpada,Chiruhatu,8
Raruan,Angarpada,Ghagi,1
Raruan,Angarpada,Jodipada,20
Raruan,Baidyanath,Jamuti,64
Raruan,Baidyanath,Nayabeda,44
Raruan,Banjkia,Takudipal,1
Raruan,Bhanjakia,Bhanjakia,52
Raruan,Bhanjakia,Itighar,15
Raruan,Bhanjkia,Takudipal,16
Raruan,Budamara,Manikpur,9
Raruan,Budamara,Raikala,26
Raruan,Budamara,Sagada,1
Raruan,Budhamara,Sagada,44
Raruan,Budhamara,Talabiunria,24
Raruan,Ghagarbeda,Maricha,48
Raruan,Ghagarbeda,Porabeda,88
Raruan,Ghagarbeda,Reghasahi,4
Raruan,Godapalasa,Badamenta,2
Raruan,Godapalasa,Badmenta,1
Raruan,Godapalasa,Bhagabandhi,17
Raruan,Godapalasa,Brundeiposi,12
Raruan,Godapalasa,Godapalasa,22
Raruan,Godapalsa,Badamenta,11
Raruan,Godapalsa,Badmenta,1
Raruan,Godapalsa,Bisida,2
Raruan,Godapalsa,Godapalsa,27
Raruan,Godapalsa,Sanpalsa,2
Raruan,Godapalsa,Tingiria,67
Raruan,Mamuripani,Mamuripani,25
Raruan,Narasanda,Rangamatia,16
Raruan,Niunti,Kodali dhia,2
Raruan,Niunti,Kodalidhua,10
Raruan,Niunty,Bankati,6
Raruan,Niunty,Batisahi,34
Raruan,Niunty,Dayaposi,22
Raruan,Niunty,Jhadbeda,6
Raruan,Niunty,Kodalidhua,12
Raruan,Niunty,Niunty,7
Raruan,Niunty,Udayasahi,12
Raruan,Niuty,Kadalidhua,18
Raruan,Nuagan,Nanduburu,16
Raruan,Nuagaon,Kendua,20
Raruan,Nuagaon,Naibhanga,44
Raruan,Nuagaon,Phagu,68
Raruan,Nuagaon,Phulkamp,116
Raruan,Nuagoan,Denua,38
Raruan,Nuagoan,Nuagoan,14
Raruan,Nuagon,Nanduburu,62
Raruan,Nuangan,Banakati,4
